Autor	Género	Total de Artículos
ULLOAS, N.	-	1
NILO-CASTELLON, JOSE LUIS	Hombre	27
RAMIREZ-RIVERA, AMELIA	Mujer	4
GONZALEZ-ARROYO, MAXIMO	Hombre	1
PAUL D&#39;ALENCON, JEAN	Hombre	5
GONZALEZ ORTUYA, EDMUNDO CRISTIAN	Hombre	1
TRONCOSO-JOFFRE, MARIA ALEJANDRA	Mujer	3
OSORIO, RODOMIRO	-	2
LOPEZ DE MATURANA, SILVIA	Mujer	1
OYARZUN-SALAZAR, RICARDO FELIPE	Hombre	57
NOVOA JEREZ, J. ENRIQUE	-	1
PINONES-TAPIA, DANIEL	Hombre	1
VERGARA, ABRAHAM	Hombre	1
LEYTON-HERNANDEZ, CAMILA	Mujer	1
MEZA, PAULINA	Mujer	1
NEGHME, CONSTANZA	Mujer	1
PULGAR-VILLARROEL, GERALDO	Hombre	6
PACHECO-PEREZ, PABLO	Hombre	1
CASTRO, PILAR	Mujer	1
MORALES, AMELIA	Mujer	1
CLERC, NICOLAS	Hombre	1
GARRIDO CUADRA, DANIEL	Hombre	1
PARK, CHANGBOM	-	1
VARGAS-GONZALEZ, JAIME	Hombre	3
CONTRERAS, EDWIN	Hombre	1
ASTUDILLO, PRISCILA	Mujer	1
CANAS, RAUL	Hombre	5
MORA-POBLETE, FREDDY	Hombre	2
GONZALEZ- LOPEZ, ANDRES ENRIQUE	Hombre	1
CUTURRUFO, FERNANDO	Hombre	5
HERRERA, FELIPE	Hombre	1
THOMAS, DANIEL	Hombre	1
GOMEZ, NORA	Mujer	1
FERNANDA BERNAL, MARIA	Mujer	1
OYARZUN, JORGE	Hombre	29
LAUGIER, GUILLAUME	Hombre	1
PIZARRO-ARAYA, JAIME	Hombre	89
VALENTINO-PEIRANO, GIOVANNA FRANCESCA	Mujer	1
ORELLANA, LORENA	Mujer	1
RAMIREZ-HERRANZ, MYRIAM	Mujer	5
RIOS-ARAMAYO, RODRIGO SERGIO	Hombre	35
VASQUEZ-ROJAS, VALERIA ROCIO	Mujer	4
CARVAJAL, DANNY EDUARDO	Hombre	19
STOTZ, GISELA C.	Mujer	8
CARVAJAL, ALFONSO	Hombre	1
MARTINEZ-MOYA, RONNY ERNESTO	Hombre	20
BUSTAMANTE, MARIA JOSE	Mujer	1
JAMETT, FABIOLA J.	Mujer	5
VERBIST, KOEN	Hombre	2
SPROLES, ERIC A.	Hombre	5
HABIB, GEORGE	Hombre	1
PAPANTONOPOULOS, ELEFTHERIOS	Hombre	1
SANCHEZ SANCHEZ, GERARDO IGNACIO	Hombre	1
SALGADO ROA, JORGE	Hombre	1
CASTILLO-BARAHONA, LUIS CARLOS	Hombre	10
CALVO MUNOZ, CARLOS	Hombre	1
DE MATURANA LUNA, SILVIA DEL ROSARIO LOPEZ	Mujer	1
LOPEZ-CORTES, FRANCISCO	Hombre	1
MARIN-AVILA, DEGNI	-	1
CONTRERAS, NICOL I.	Mujer	1
PIRIZ, GABRIELA	Mujer	1
AGUIRRE SEURA, LUIS	Hombre	1
VILLEGAS, CLAUDIO	Hombre	1
CORTES, GABRIELA	Mujer	1
CONSTANZA DIAZ, MARIA	Mujer	1
FLORES, CATALINA	Mujer	1
ROJAS, PAZ	Mujer	1
RAMIREZ ZULOAGA, MARIA JOSE	Mujer	1
SIEDE, MARIA BELEN MEDEL	Mujer	1
CORTES CORTES, CAMILA OLIVIA	Mujer	1
AREVALO SILVA, FRANCISCO PAOLO	Hombre	1
LARRAIN SANCHEZ, VICTORIA PAZ	Mujer	1
ANDUEZA, V	-	1
GUZMAN, J.	-	1
ROJAS, N.	-	1
ROJAS, C.	-	1
PONCE-ARIAS, CAROLINA VIVIANA	Mujer	10
MOLINA-MONTENEGRO, MARCO ANTONIO	Hombre	2
VILLASENOR-RIQUELME, JAIME IGNACIO	Hombre	1
SOTO-VASQUEZ, MARITZA GABRIELA	Mujer	10
ARAYA-TORRES, RICARDO HERNAN	Hombre	1
ROJAS-MONTECINOS, PATRICIO	Hombre	1
CORTES-MALDONADO, ARTURO	Hombre	11
ORELLANA MC BRIDE, ALEJANDRO	Hombre	1
MACARENA DIAZ, MARIA	Mujer	1
ZAMBRA, SANDRO	Hombre	1
VILCHES PARRA, DIEGO	Hombre	1
RAMIREZ-RIVERA, GERBERTH ADIN	-	1
PARADA, GERMAN P.	Hombre	1
RAMIREZ, AMELIA	Mujer	2
PIZARRO, SEBASTIAN	Hombre	17
SAA, GUILLERMO	Hombre	2
CASTILLO, JUAN PABLO	Hombre	1
GALVEZ SILVA, GABRIEL	Hombre	1
HAMMER KRAWCZYK, LILIAN	Mujer	1
NOEMI PADILLA, CRISTIAN	Hombre	1
KERR, TIM	-	1
NELSON, CRISTIAN ORREGO	Hombre	1
ASPE, DAVID LOPEZ	Hombre	1
TORO-MARMUTH, ALVARO SALOMON	Hombre	1
LOPEZ, MANUEL	Hombre	1
HONORES, CAROLINA	Mujer	1
TERESA FIERRO, MARIA	Mujer	1
RIOSECO-YANEZ, PAOLA	Mujer	1
CARVAJAL-ARANEDA, DANILO EDUARDO	Hombre	11
CONTRERAS, JAVIER	Hombre	1
RIVERA-TAPIA, MARCO ANTONIO	Hombre	7
NOTTE-CUELLO, E. A.	Hombre	16
DIAZ-GUERRA, ROMINA	Mujer	1
ORTEGA-MARTINEZ, EDUARDO	Hombre	1
GATICA-CASTRO, ALEJANDRO	Hombre	1
CARDENAS, DANIELA	Mujer	1
ROMAN-LOPES, ALEXANDRE	Hombre	135
RODRIGUEZ-GONZALEZ, KATIA IVONNE	Mujer	7
ADASME-KETTLUN, MARCELA VERONICA	Mujer	1
RIVADENEIRA-VALENZUELA, MARCELO MICHAEL	Hombre	30
MARIN, DANIELA	Mujer	1
SOTA, ALFREDO	Hombre	1
MUNOZ-GUTBERLET, PABLO RUBEN	Hombre	9
ABUSLEME-HOFFMAN, ANGEL	Hombre	1
ZAMORA-ALLENDES, ANDRES FELIPE	Hombre	1
BARRIENTOS PACHECO, LINA	Mujer	11
WESTPHAL, CLAUS	Hombre	1
GAINZA, FELIPE	Hombre	1
CARVAJAL-CORTES, SUSANA	Mujer	1
SALINAS-FLORES, SEBASTIAN	Hombre	1
GALLARDO, MIGUEL ANGEL	Hombre	2
LEYTON-ROJAS, CONSTANZA	Mujer	1
CASTRO, EILEEN	Mujer	1
LAGUEES, YANSSUY	-	1
CARVAJAL, MAURO	Hombre	1
LOAYZA-FREIRA, ANDREA PATRICIA	Mujer	26
GACHON, PALOMA R.	Mujer	2
GARCIA-GUZMAN, PATRICIO	Hombre	5
QUISPE-FUENTES, FABIOLA ISSIS	Mujer	26
HERRERA NUNEZ, YUDI	-	1
SALAS-BRAVO, SONIA	Mujer	7
MORALES, JOAQUIN P.	-	2
LEMUS-MONDACA, LUIS ANTONIO	Hombre	1
BERTIN, ANGELINE	Mujer	24
ALVAREZ, EVELYN	Mujer	2
MONTECINOS-GEISSE, SONIA ELIZABETH	Mujer	13
JOFRE, ELIZABETH	Mujer	1
ASTUDILLO, S.	Hombre	3
TORO-DONOSO, PABLO JAIME	Hombre	1
LOPEZ-PASTEN, JESSICA CAROLINA	Mujer	20
BARRERA-HERNANDEZ, FELISA ANDREA	Mujer	1
SALAZAR, PAMELA	Mujer	1
PLAZA-MORALES, MELISSA	Mujer	1
MORALES, GUSTAVO	Hombre	1
NUNEZ-MANCILLA, YISSLEEN	-	5
SALVATIERRA-MARTINEZ, RICARDO	Hombre	4
CORTES-CONTRERAS, MAXIMILIAN	Hombre	1
POBLETE, JOAQUIN	Hombre	1
TORRES-CUEVAS, HECTOR	Hombre	9
ACUNA-RODRIGUEZ, IAN SAJID	Hombre	5
VARELA, MAKARENA	-	1
VADERRAMA, JOSE O.	Hombre	1
VICENCIO, VILMA J.	Mujer	1
PINONES, JULIO	Hombre	1
GODOY, ROSA	Mujer	1
GALLARDO, MARCELA	Mujer	1
BONGIORNO, A.	Mujer	1
KRETSCHMER, N.	Mujer	6
MATURANA, H.	Hombre	23
AVALOS, KARINA	Mujer	1
FLORES, V.	Mujer	1
ZURITA-SILVA, RODRIGO ANDRES	Hombre	7
PENAILILLO, P.	Hombre	2
FRUGONE-ZAMBRA, RAUL ERNESTO	Hombre	3
ALCAINO, CLAUDIA	Mujer	2
ALMEIDA, A.	Hombre	18
MALUENDA-DELGADO, DANIELA PILAR	Mujer	2
TORRES, H.	-	1
CEPEDA-PIZARRO, JORGE GABRIEL	Hombre	25
BARRIENTOS, LINA	Mujer	4
BRAVO, C. E. S.	Mujer	1
MUNOZ-PARRA, PRAXEDES NATALIA VIRGINIA	Mujer	1
CARVAJAL, A.	Mujer	1
MARIN, ROSA	Mujer	1
SALFATE-LARA, IGNACIO SEBASTIAN	Hombre	17
ARMAS, CRISTINA	Mujer	14
SANCHEZ-FERNANDEZ, LETICIA A.	Mujer	1
CALDERON, JUAN E.	Hombre	1
MILLA-TAPIA, ALEJANDRA PAOLA	Mujer	1
GOMEZ, S.	Hombre	1
RIVERA-MILANOVIC, MONICA LOURDES	Mujer	1
ORTH, KARINE	Mujer	1
VERDUGO, C. A.	-	1
LOPEZ, LORENA A.	Mujer	2
LOPEZ-MORGADO, N.	-	1
ANGUITA, S.	-	1
REYES, C.	-	1
SABAT-KIRKWOOD, PABLO	Hombre	1
VEJAR-PARDO, ANDRES	Hombre	1
GOUIN, NICOLAS DOMINIQUE	Hombre	20
STOLL, ALEXANDRA	Mujer	27
JULIA, CRISTOBAL	-	1
MIRANDA-LILLO, MARGARITA IVONNE	Mujer	33
ESPEJO, LESLY	Mujer	1
AGUSTO, P.	Hombre	2
BARRIOS-PERALTA, PATRICIA	Mujer	1
GARRIDO, CARLOS P.	Hombre	2
COELHO-DOS SANTOS JUNIOR, JOAO F. C., JR.	-	2
SANDERS-MAYA, MARIELA BEATRIZ	Mujer	3
VEAS, ENRIQUE	Hombre	1
BLANC, MATHIEU	Hombre	2
ROCHETTE, ROMAIN	Hombre	2
HICKS-PERALTA, ERICK LEONARD	Hombre	1
MORENO, RAUL	Hombre	1
GONZALEZ-AVILES, CRISTIAN DAVID	Hombre	23
LAZZUS-ZUÑIGA, JUAN ANDRES	Hombre	66
ZAMARCA, M.	-	1
URIBE-URIBE, MARIA ELSA	Mujer	53
PEREIRA-SOLIS, ALDO GABRIEL	Hombre	3
MIRANDA-URBINA, E.	-	1
CHACANA, MARCELO	Hombre	1
NOEMI, CRISTIAN	Hombre	4
PEREZ-PONCE, ALEJANDRO ANSELMO	Hombre	5
FAVIER, V.	Hombre	2
BRISSET, N.	-	1
PLAZA-SAEZ, DANIEL	Hombre	1
MUNOZ-CERON, CLAUDIO ANTONIO	Hombre	4
LIZARDI, SUSANA	Mujer	1
ALEGRIA, SANDRA	Mujer	1
BARRAZA, DANIELA	Mujer	1
TAPIA-JOPIA, CARLOS	Hombre	1
CASTILLO, NABOR O.	-	4
OYANADEL, ROMINA	Mujer	2
CORTES, DANIELA	Mujer	2
CARLOS HELO, JUAN	Hombre	35
LOSTARNAU, CARLA	Mujer	1
PALACIO-LOPEZ, KATTIA	-	1
ARIAS-ARAYA, VIVIANA	Mujer	1
PASTEN-MARAMBIO, VICTOR	Hombre	1
DONOSO-MALUF, FRANCISCO	Hombre	5
RODRIGUEZ-RODRIGUEZ, CARLOS ANIBAL	Hombre	21
VENEGAS-CUBILLOS, GABRIELA	Mujer	1
ORTIZ-PORTILLA, SUSANA	Mujer	1
DURAN-TORO, MARIO MANUEL	Hombre	2
CLAVERIA-MOYA, RODRIGO ALEJANDRO	Hombre	2
DAMKE, G.	Hombre	10
GATICA-ANDRADES, MARCELA	Mujer	1
GARCIA ESCALA, GEORGINA	Mujer	1
BRIONES, V.	-	3
ARANCIO-JOFRE, GINA	Mujer	13
CORGINI, M.	-	2
BARRAZA-ZEPEDA, CLAUDIA ELIZABETH	Mujer	4
TRACOL, Y.	Hombre	2
BASCUNAN WALKER, FRANCISCO	Hombre	1
AHUMADA-CAMPOS, MARIO ANDRES	Hombre	1
PAEZ, HECTOR	Hombre	1
GEISLER, DOUGLAS PAUL	Hombre	67
VERGARA-AGUILAR, LUIS VICENTE	Hombre	5
URRA-MEDINA, EUGENIA	Mujer	4
CARMONA-ORTIZ, MARTIN RUBEN	Hombre	2
MARTINEZ-TILLERIA, KARINA DEL PILAR	Mujer	5
GIANOLI-MOLLA, ERNESTO MARIO	Hombre	116
VERGARA-MUNOZ, JUDITH ANDREA	Mujer	8
MADRIGAL-GONZALEZ, JAIME	Hombre	3
CANUT, CLAUDIO	Hombre	1
SOTOMAYOR, DIEGO A.	Hombre	2
GODOY, MAURICIO J.	Hombre	2
HOEFLER, WALTER	Hombre	1
CORTES-GARCIA, PABLO ANDRES	Hombre	1
SALAS, CARLOS E.	Hombre	4
KINEMUCHI, KAREN	Mujer	1
SAAVEDRA-ALVEAR, JOEL FRANCISCO	Hombre	1
ARIAS-STAMPALIA, JULIA INES	Mujer	37
BOZINOVIC-KUSCEVIC, FRANCISCO ESTEBAN	Hombre	1
ROJAS-SAPERAS, PAULA ANDREA	Mujer	5
MANCILLA TRONCOSO, JUAN MANUEL	Hombre	1
ZURA-BRAVO, LILIANA KAREN	Mujer	17
ZAVALA, HUMBERTO	Hombre	1
FIEBIG, MELITTA	Mujer	1
ESPINOZA, ROXANA	Mujer	1
CEPEDA, JORGE	Hombre	1
GATICA, HECTOR VELIZ	Hombre	1
BENAVIDES-LOPEZ, ADRIANA	Mujer	1
MORAGA-BENAVIDES, NELSON ORLANDO	Hombre	58
LARA-ARAVENA, E.	-	1
CUEVAS, HECTOR	Hombre	13
CERDA-MONTENEGRO, OSVALDO	Hombre	1
TELLO-IRELAND, CRISTIAN MAURICIO	Hombre	3
BODINI, ANDRES	Hombre	1
ROJAS-TORRES, ROBERTO ERASMO	Hombre	15
SOTO, G.	Hombre	1
BANDERAS GRANDELA, DANIELA	Mujer	5
GONZALEZ, EDUARDO	Hombre	1
ARAYA, MANUEL A.	Hombre	1
MALDONADO-PACHECO, KARIN EVELYN	Mujer	5
ZARRICUETA, KAREEN	Mujer	1
FERNANDEZ, IVAN ERNESTO	Hombre	2
DIAZ, P.	Mujer	1
ROJAS-MOLINA, CONSTANZA	Mujer	1
VALDES G, HECTOR	Hombre	1
TIRADO-ECHAVARRIA, CARLOS	Hombre	4
CELEDON-NEGHME, CONSTANZA	Mujer	1
FIEBIG-WITTMAACK, MELITTA FRANCIS	Mujer	4
MUNOZ, M. R.	-	1
LEON-LETELIER, MARIO FERNANDO	Hombre	3
ORDENES-ORTIZ, VIVIANA ROSA	Mujer	1
GAJARDO, FRANCISCO	Hombre	8
CUEVAS-HENRIQUEZ, JAIME GONZALO	Hombre	1
YAGNAM, F.	Hombre	3
ZAMARRENO, RICARDO	Hombre	1
TAPIA, JORGE	Hombre	1
PIZARRO, CLOTILDE	Mujer	1
ZAMARRENO, RICARDO	Hombre	1
ZAMARRENO, ANDRES	Hombre	1
VERGARA ALARCON, SERGIO	Hombre	3
SEPULVEDA, F	Hombre	1
NUNEZ COBO, JORGE HUMBERTO	Hombre	1
SILVA-VALENZUELA, R.	-	2
ARMBRUSTER, A. J.	-	1
ESPINOSA, MARA I.	Mujer	5
BARRAZA, CLAUDIA	Mujer	1
CHAVEZ-VILLAVICENCIO, CESAR	Hombre	2
PALACIOS, MARLENE	Mujer	1
CAMPOSANO, M. T.	-	1
ROSABALES, CARIDAD	Mujer	1
YANE, SANCHEZ	-	1
TASSO, CUSTODIO	Hombre	1
MARIA, DUARTE	Hombre	1
MARIN, CEDENO	-	1
VALDERRAMA, JOSE OMAR	Hombre	62
CORTES, LIONEL	Hombre	1
CARABANTES OLIVARES, EDGARDO	Hombre	1
PADILLA, MARINA	Mujer	1
DIAS, FABRICIO	Hombre	1
KOVALENKO, S.	Hombre	1
CHAURA, RODRIGO	Hombre	1
PLAZA, VERONICA	Mujer	7
CASTILLO, LUIS	Hombre	5
ESPINOZA PASTEN, LAURA	Mujer	1
LUCCAS, IRINEU	-	1
CAMPOS, CRISTIAN H.	Hombre	1
COLDWELL, GEORGINA	Mujer	2
GODOY, ROSSANA	Mujer	1
ESPINOZA, MILTON ALFONSO	Hombre	2
SIMUNOVIC DÍAZ, HORACIO	Hombre	1
OVALLE, ALEX	Hombre	1
TAPIA SILVA, HUGO GONZALO	Hombre	1
CAMPAÑA VILO, KARLA ALEJANDRA	Mujer	1
CASTILLO ROBLEDO, RODRIGO FERNANDO	Hombre	1
VARELA, MARÍA DEL CARMEN	Mujer	1
TORRES ARANIBAR, ENRIQUE	Hombre	1
CABANA, SEGUNDO R.	Hombre	15
CONTRERAS, FRANCO A.	Hombre	1
VARGAS, VALENTINA F.	Mujer	1
MONTERO, JUAN J.	Hombre	1
ESPINDOLA, CESAR A.	Hombre	1
VERGARA ALARCÓN, SERGIO	Hombre	1
GIANOLI, ERNESTO	Hombre	1
