Autor	Género	Total de Artículos
FUENTES PADILLA, PAULINA	Mujer	9
ARIAS, DAYANA	Mujer	12
GONZALEZ-HIDALGO, CATALINA	Mujer	1
ESTRADA-CUADROS, MILKO	Hombre	8
CONDORI, ALICIA	Mujer	1
ANDRADE, DIEGO	Hombre	2
SEPULVEDA-LUQUE, CLAUDIA	Mujer	5
GARCIA DEL MORAL, MARIA P.	Mujer	1
IRIARTE, YURI A.	Hombre	1
GARCIA-CEGARRA, ANA M.	Mujer	12
ZARATE, RAFAELLA V.	-	3
YANEZ ANDRADE, JUAN CARLOS	Hombre	2
GALETOVIC-CARABANTES, ALEXANDRA LENA	Mujer	19
SLEZAK, E.	-	1
VALDIVIA-HALTENHOFF, CAMILA ANDREA	Mujer	1
CASTILLO, F.	Mujer	1
NORTHLAND-LEPPE, IRMA	Mujer	6
GONZALEZ, BRAYAN	Hombre	1
LAVIN-SEPULVEDA, PARIS LEONARDO	Hombre	42
OCHOA MEDINA, H.	Hombre	3
LEIVA YAPUR, J.	-	1
CARDENAS QUEZADA, Z.	-	1
SCHULTHEIS, MATHIAS	Hombre	2
TRIGO-GONZALEZ, MAURICIO	Hombre	14
BORIE ECHEVERRIA, EDUARDO	Hombre	1
CORNEJO, ALBERTO	Hombre	1
ZARATE, ANA	-	4
PACHECO-VELASQUEZ, ALDO SANTIAGO	Hombre	54
JARA, BETZABEL	-	1
WILSON, RODOLFO	Hombre	8
FRANCISCA LUZA, MARIA	Mujer	1
HAYASHIDA, GLADYS	Mujer	1
HARROD, CHRISTOPHER JON	Hombre	113
RODRIGUEZ-TORRES, ALBERTO ALEJANDRO	Hombre	1
AVENDANO-DIAZ, MIGUEL	Hombre	22
ROJAS-MORALES, JOSE MIGUEL	Hombre	3
CORTES, EMMANUEL	Hombre	1
JALDIN, ROMINA	Mujer	1
SUBIABRE, MARIO	Hombre	2
OLIVARES, J.	Hombre	22
SEPULVEDA-VASQUEZ, FABIOLA ANDREA	Mujer	16
TORRES, J. F.	-	1
INFANTE, C. D.	-	1
OVALLE, J.	Hombre	3
CERDA-VILLABLANCA, MAURICIO DAVID	Hombre	1
SANCHEZ-REYES, ALBERTO	Hombre	1
AGUIRRE, CLAUDIA E.	Mujer	1
RODRIGUEZ, L. F.	Hombre	1
BARON, L.	Mujer	5
FARA, K.	Mujer	3
SIGNORELLI, J.	-	12
RIVERA, A.	-	2
HERNANDEZ, ISIS F.	Mujer	1
MUNOZ, RUBEN	Hombre	4
CELIS, NATALIA	Mujer	1
MARASTON, CLAUDIA	Mujer	1
ARAYA, SOFIA	Mujer	2
CARIAGA, MARIO	Hombre	8
MEJIAS-BARBOZA, CRISTIAN ANDRES	Hombre	3
VALDERAS, JUAN P.	Hombre	8
GALLO, A.	Hombre	13
FERNANDEZ, INGRID	Mujer	1
FLOREZ, M.	Mujer	1
VARGAS, DANIEL	Hombre	4
SANCHEZ-BIZJAK, RODOLFO	Hombre	1
MEYER-AGUILERA, EDUARDO CHRISTIAN	Hombre	1
YANEZ, JULIO M.	Hombre	1
ROJAS-MEDAR, M. D.	Mujer	6
BARRA, LUIS	Hombre	2
VALENZUELA-LOPEZ, NICOMEDES	Hombre	18
TABORGA, P.	-	1
LEHNERT SANTANDER, ROBERTO	Hombre	1
BARRIA, IVAN	Hombre	5
CORTES, PEDRO	Hombre	3
CISTERNAS, L.	Hombre	146
PASTEN, LEYLA	Mujer	3
