Autor	Género	Total de Artículos
VILLARROEL, ROBERTO	Hombre	5
PAREDES-GIL, KATHERINE	Mujer	15
HASSAN-LOPEZ, NATALIA	Mujer	19
LOBOS-CALQUIN, DANNY	Hombre	1
CORONA, R. M.	Mujer	2
WACHTER, JAVIER	Hombre	1
CATALAN, E.	-	1
VALDIVIA-CERDA, JAMMIE CAR	-	1
BENAVIDES, M.	-	1
TRONCOSO-AHUES, ELIZABETH DEL CARMEN	Mujer	29
PAREDES-GARCIA, VERONICA DEL ROSARIO	Mujer	11
GONZALEZ SAN MARTIN, ANDREA	Mujer	1
RODRIGUEZ-BECERRA, JORGE	Hombre	3
CASTILLO-VALDES, MAURO	Hombre	1
VALDES, DANIELA T.	Mujer	2
DIAZ-ESPINOZA, MARCELA SOLEDAD	Mujer	1
DURAN-ANIOTZ, CLAUDIA ANDREA	Mujer	34
GODOY, DANIELA	Mujer	1
VERGARA VERA, PEDRO	Hombre	1
TITTARELLI, ANDRES	Hombre	10
LANDAETA, ROBERTO	Hombre	1
QUILAQUEO-GUTIERREZ, MARCELA CRISTINA	Mujer	1
VARGAS-BENNETT, PATRICIA NICOLE	Mujer	2
OYARCE, KARINA	Mujer	1
MIRANDA-LILLO, MARGARITA IVONNE	Mujer	1
NEGRONI, JUAN J.	Hombre	4
OYARZUN-ALCAYAGA, DIEGO EDUARDO	Hombre	3
FIGUEROA-ROJAS, EMILIO LORENZO	Hombre	2
LEMUS, K.	-	1
NAVARRETE G, S.	Hombre	1
DIAZ, MARIA PAZ	Mujer	1
GONZALEZ-AGOTE, IMANOL	Hombre	1
ROBLES-CASTILLO, MARCELO EDGARDO	Hombre	2
MOSQUEDA, MARIA JOSE	Mujer	1
SANCHEZ-POBLET, JULIO ANTONIO	Hombre	1
LATORRE, H.	Hombre	2
HARISPE, K.	Mujer	2
FREDES, FELIPE	Hombre	1
NOVOA, MARCO A.	Hombre	1
ASENCIO, MARCELO	Hombre	2
MANGALARAJA, RAMALINGA VISWANATHAN	-	5
CORTES-GARCIA, PABLO ANDRES	Hombre	1
DONOSO-LUNA, RAUL ANDRES	Hombre	11
FUENZALIDA, IRENE	Mujer	1
MOLINA, CRISTOBAL	-	1
JERIA-ORELL, MANUEL	Hombre	20
CANIGUAN CANIGUAN, JAQUELINE	Mujer	1
FAUNDEZ, CESAR	Hombre	1
CAMILLA, S.	-	4
SPECK PLANCHE, ALEJANDRO	Hombre	4
POBLETE, A.	-	1
ALVAREZ-VARGAS, MARIELA PRISCILLA	Mujer	1
ZUNIGA, ROMMY N.	Mujer	39
QUIROZ-SAA, CAROLINA PAZ	Mujer	1
ELTIT, DIAMELA	-	8
QUIROZ-VERDUGO, ERICH F.	Hombre	1
